Similar_Users,User1_id,User1_post,user1_Tags,user2_id,User2_post,user2_Tags
"(3232, 47547)",3232,[1086],machine-learning data-mining text-mining information-retrieval,47547,none,none
"(3236, 66991)",3236,none,none,66991,[44992],similarity cosine-distance jaccard-coefficient
"(3245, 50757)",3245,[43385],optimization theory,50757,none,none
"(3255, 37428)",3255,[16532],clustering tensorflow k-means unsupervised-learning tsne,37428,none,none
"(3257, 9105)",3257,none,none,9105,[5524],r
"(3264, 12572)",3264,none,none,12572,[6971],r python decision-trees
"(3271, 12302)",3271,none,none,12302,[12165],python optimization
"(3279, 31210)",3279,[1104],recommender-system time-series,31210,none,none
"(3284, -1)",3284,[1106],machine-learning data-mining,-1,none,none
"(3289, 13744)",3289,[1110],clustering k-means,13744,none,none
"(3313, 65325)",3313,"[13163, 14088]",python neural-network keras neural-network keras,65325,none,none
"(3322, 9807)",3322,none,none,9807,[5890],machine-learning data-mining nlp text-mining
"(3325, 58705)",3325,[1125],nlp,58705,none,none
"(3334, 2781)",3334,none,none,2781,[866],machine-learning r
"(3343, 79755)",3343,[1135],machine-learning statistics,79755,none,none
"(3363, 19191)",3363,none,none,19191,[12017],python r ggplot2
"(3364, 56354)",3364,none,none,56354,"[55949, 57486]",machine-learning xboost python r xgboost pickle
"(3400, 9577)",3400,[1154],dataset recommender-system graphs,9577,none,none
"(3418, 32402)",3418,none,none,32402,[30020],r rstudio
"(3429, 19242)",3429,none,none,19242,[12038],machine-learning python scikit-learn matlab
"(3430, 43647)",3430,"[1240, 4951]",statistics accuracy methods,43647,[27727],predictive-modeling
"(3436, 13427)",3436,"[1166, 1204, 2268, 2306, 6387, 6498, 12199, 12253, 12384, 42719, 46545, 46569, 46626, 46750, 46781, 46891, 52817]",data-mining nlp nlp tools nlp nlp nlp data-formats nlp data-formats nlp performance terminology machine-learning nlp machine-learning cross-validation training python nltk performance nltk nltk nlp nltk nlp classification nlp nlp,13427,none,none
"(3445, 74205)",3445,[1173],dataset statistics algorithms,74205,none,none
"(3452, 2862)",3452,none,none,2862,[20554],visualization tableau
"(3456, 31050)",3456,none,none,31050,[18308],dataset
"(3461, 16152)",3461,none,none,16152,[10223],machine-learning r clustering decision-trees
"(3464, 38133)",3464,none,none,38133,[28347],neural-network convnet gradient-descent backpropagation
"(3465, 32972)",3465,[6848],machine-learning statistics,32972,none,none
"(3466, 80464)",3466,"[2654, 2668, 2682, 3779, 5142, 5428, 6616, 8421, 9568]",predictive-modeling data-cleaning scalability scala scalability graphs neo4j recommender-system predictive-modeling graphs apache-spark graphs terminology algorithms graphs apache-spark parallel recommender-system open-source apache-mahout bigdata mongodb json,80464,none,none
"(3493, 57375)",3493,none,none,57375,[36653],named-entity-recognition
"(3513, -1)",3513,[1197],classification,-1,none,none
"(3540, 345)",3540,[1214],tools experiments,345,none,none
"(3563, 32725)",3563,[24893],machine-learning logistic-regression linear-regression,32725,none,none
"(3577, 27868)",3577,[2302],machine-learning classification r clustering,27868,[16266],machine-learning python classification predictive-modeling scikit-learn
"(3591, 64250)",3591,"[9943, 14998]",python apache-spark pyspark jupyter software-recommendation,64250,none,none
"(3613, 80123)",3613,[18017],beginner,80123,none,none
"(4676, 3088)",4676,[5893],data-mining nlp information-retrieval language-model,3088,none,none
"(4682, 63)",4682,none,none,63,[16],machine-learning bigdata libsvm
"(4695, 46832)",4695,"[3783, 6737]",machine-learning regression nlp,46832,none,none
"(4719, 3491)",4719,"[2314, 48912]",random-forest online-learning recommender-system data-product healthcare,3491,none,none
"(4771, 66308)",4771,none,none,66308,[44968],python pandas simulation monte-carlo
"(4776, 57618)",4776,none,none,57618,"[36895, 39065]",deep-learning lstm training recurrent-neural-net lstm correlation forecasting
"(4791, 24489)",4791,none,none,24489,[14125],machine-learning bigdata
"(4803, 74912)",4803,[5093],dataset data-cleaning,74912,[52729],multiclass-classification
"(4821, 41611)",4821,[2359],machine-learning classification,41611,none,none
"(4823, 74533)",4823,none,none,74533,[52935],machine-learning python xgboost boosting
"(4829, 9867)",4829,none,none,9867,"[8444, 16234]",r visualization dimensionality-reduction social-network-analysis
"(4877, 44456)",4877,none,none,44456,"[26511, 26797, 27003, 32273, 36945, 38083, 39072, 39771, 42730, 53647]",machine-learning predictive-modeling model-selection machine-learning xgboost prediction machine-learning decision-trees categorical-data machine-learning image-classification cnn multilabel-classification numpy machine-learning regression loss-function python pandas visualization python nlp pandas data-cleaning python neural-network keras categorical-data embeddings machine-learning software-development hardware
"(4887, 12245)",4887,[2391],machine-learning bigdata statistics anomaly-detection,12245,none,none
"(4895, 25583)",4895,none,none,25583,[14757],machine-learning tensorflow gradient-descent cost-function
"(4910, 12326)",4910,[2398],machine-learning python,12326,none,none
"(4912, 69154)",4912,none,none,69154,[54089],named-entity-recognition
"(4921, 47473)",4921,none,none,47473,"[28818, 29051, 29139]",random-forest feature-engineering naive-bayes-classifier ranking machine-learning predictive-modeling feature-selection classification predictive-modeling dataset time-series regression
"(4924, 41274)",4924,none,none,41274,[24253],data-mining training
"(4953, 12873)",4953,"[12658, 13722]",databases word2vec word2vec,12873,none,none
"(4973, 18678)",4973,[2433],classification regression,18678,none,none
"(4978, 65509)",4978,"[11793, 12546, 13057, 15137, 15284]",recommender-system machine-learning recommender-system multiclass-classification machine-learning deep-learning regularization dimensionality-reduction tsne,65509,none,none
"(5004, 77858)",5004,[2448],data-cleaning sql,77858,none,none
"(5023, 29775)",5023,[2486],machine-learning classification r visualization svm,29775,none,none
"(5027, 43158)",5027,"[2463, 8027]",visualization social-network-analysis scalability library predictive-modeling,43158,none,none
"(5029, 49919)",5029,"[2464, 16517]",python clustering lda r time-series,49919,none,none
"(5044, 14889)",5044,"[2474, 11218]",parsing r visualization markov-process stata,14889,none,none
"(5050, 25583)",5050,none,none,25583,[14757],machine-learning tensorflow gradient-descent cost-function
"(5051, 51787)",5051,none,none,51787,[31386],machine-learning python tensorflow
"(5053, 56964)",5053,[9428],predictive-modeling logistic-regression stata,56964,[37928],machine-learning classification supervised-learning
"(5055, 30392)",5055,none,none,30392,[18374],machine-learning python scikit-learn svm
"(5088, 79198)",5088,none,none,79198,[57171],machine-learning keras tensorflow machine-learning-model
"(5091, 76254)",5091,"[2500, 2503, 2541, 2579, 2587, 2598, 2667, 3719, 4873, 5582, 5973, 6151, 6242, 8161, 8686, 8705, 8825, 8881, 10739, 10891, 12225, 12248, 15477, 16965, 17469, 17704, 17927, 17964, 19323, 24651, 24752, 44553, 49012, 54838]",machine-learning data-mining recommender-system machine-learning data-mining dataset recommender-system machine-learning data-mining dataset statistics recommender-system machine-learning data-mining statistics algorithms recommender-system machine-learning data-mining java apache-mahout machine-learning data-mining algorithms recommender-system python databases nosql data-mining graphs databases social-network-analysis python python regression machine-learning regression python named-entity-recognition python nlp java dataset categorical-data scoring normalization weighted-data python apache-mahout software-recommendation machine-learning graphs apache-mahout neo4j machine-learning data-mining python recommender-system python recommender-system apache-mahout machine-learning python clustering k-means scikit-learn python clustering k-means machine-learning python nlp text-mining machine-learning python neural-network nlp deep-learning python neural-network nlp information-retrieval word-embeddings python nlp named-entity-recognition stanford-nlp machine-learning data-mining bigdata apache-spark apache-hadoop machine-learning python classification clustering k-means nlp linear-algebra graphs neo4j python classification naive-bayes-classifier machine-learning classification data-mining nlp text-mining python data-mining text-mining algorithms optimization machine-learning python deep-learning keras scikit-learn machine-learning classification algorithms methodology,76254,none,none
"(5095, 49528)",5095,[2502],nlp,49528,none,none
"(5143, 76630)",5143,"[3792, 4914, 10409, 10802, 10974, 18907]",classification object-recognition hog computer-vision machine-learning algorithms clustering distance visualization dimensionality-reduction tsne manifold clustering visualization dimensionality-reduction tsne manifold deep-learning gpu nvidia alex-net,76630,none,none
"(5154, 10683)",5154,none,none,10683,"[8622, 8789]",data tools regression
"(5166, 71314)",5166,none,none,71314,[49104],r databases excel
"(5167, 56955)",5167,none,none,56955,"[36229, 36567, 37045]",tensorflow cnn python neural-network tensorflow convnet machine-learning python tensorflow cost-function
"(5170, 10761)",5170,none,none,10761,[6492],r clustering k-means
"(5175, 25207)",5175,[3728],classification,25207,none,none
"(5179, 59056)",5179,[17508],python r linear-regression,59056,none,none
"(5184, 42433)",5184,"[4883, 5121]",recommender-system similarity,42433,none,none
"(5185, 60610)",5185,[2586],bigdata career,60610,none,none
"(5188, 26579)",5188,none,none,26579,[15398],scikit-learn logistic-regression
"(5190, 14763)",5190,none,none,14763,[9392],machine-learning dataset data-cleaning feature-extraction
"(5218, 21471)",5218,none,none,21471,"[13415, 21872, 48652, 52613]",r time-series machine-learning keras convnet deep-learning keras convnet gan generative-models python pandas
"(5224, 21551)",5224,"[2575, 5007, 5968, 6254, 6515, 8698]",apache-hadoop correlation hive hive hive logistic-regression online-learning apache-mahout sql hive apache-hadoop hive,21551,none,none
"(5239, 67494)",5239,none,none,67494,"[45400, 45605, 45720]",machine-learning python scikit-learn python nlp nltk python nlp
"(5246, 49561)",5246,[3738],data-mining clustering time-series beginner,49561,none,none
"(5247, 1429)",5247,[2596],machine-learning data-mining classification statistics nlp,1429,none,none
